race,movement__breadth,movement__ceiling,movement__access,movement__unit_tier_sensitivity,deployment__breadth,deployment__ceiling,deployment__access,deployment__unit_tier_sensitivity,shock__breadth,shock__ceiling,shock__access,shock__unit_tier_sensitivity,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,contact_authority__unit_tier_sensitivity,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,melee_pressure__unit_tier_sensitivity,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,missile_pressure__unit_tier_sensitivity,bombardment__breadth,bombardment__ceiling,bombardment__access,bombardment__unit_tier_sensitivity,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,target_solutions__unit_tier_sensitivity,burst__breadth,burst__ceiling,burst__access,burst__unit_tier_sensitivity,sustain__breadth,sustain__ceiling,sustain__access,sustain__unit_tier_sensitivity,material_durability__breadth,material_durability__ceiling,material_durability__access,material_durability__unit_tier_sensitivity,avoidance__breadth,avoidance__ceiling,avoidance__access,avoidance__unit_tier_sensitivity,morale__breadth,morale__ceiling,morale__access,morale__unit_tier_sensitivity,restoration__breadth,restoration__ceiling,restoration__access,restoration__unit_tier_sensitivity,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,battlefield_control__unit_tier_sensitivity,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,command_magic__breadth,command_magic__ceiling,command_magic__access
beastmen,0.46448123405826175,0.8779836486988194,0.8898795852653398,1.08366461329913,2.3097822595945323,1.2832413049416098,1.5956512925560853,1.564750053950951,0.5730564460083907,0.05679707841332651,0.15870274393188916,0.21719495331289548,0.13942885258771237,0.4291136116783899,-0.2396604989881891,0.3969430860965272,0.5618529557333296,0.7102495285797662,0.3352045973173798,0.42409456476964447,-1.160460999525586,-0.8700146835092443,-1.038585138822825,0.04264845541291041,-0.3641752303072894,-0.7209987769025044,-1.1792220720437776,0.026539070661693184,-0.29094309578970906,0.059562314182449914,-0.6839159532552486,-0.5952811040324995,0.6102707571197801,-0.057811874480407845,-0.047031925745388406,0.4241218992534733,-1.3546583365318616,-0.8726410055091627,-1.0398307096328083,0.28855861287571666,-0.2367582285630361,-0.9877160887060165,-0.4890398482770599,-0.8647844217580535,2.553357504606745,0.3464932156193618,0.5236089099862334,0.6949199415286775,-0.4941649912545319,-0.09534407520008308,0.49590644822262536,0.5269430034330536,-0.5472398630732817,0.4741521740258475,0.5707929625238686,0.36251369462524813,-0.21323980112529947,0.8866772093336089,0.7107848719861154,0.9422352763966895,-0.16012815380508655,0.3181676807154236,0.7468304865078541,-0.2311439968118818,1.2462710336687213,1.5917059470622386,0.01695402368848356,-0.7371623702608655,0.2982100259896133
bretonnia,-0.17145530008759555,-0.5607211942881644,-0.09706025980957511,-0.10586870618123682,-0.8590126224570929,0.15304712811230092,-2.205118102043672,-1.2358873307477012,-0.3626479168085313,-0.2892597815485329,0.21783818651784487,0.14679685000791953,-2.2035644432594848,-3.351792851875464,-1.8137037790930282,-3.1755972005247735,-1.921479867339298,-2.393833632725516,-1.8916513474845085,-2.220350987839349,-0.699293005481249,0.008998383841240945,0.7852421741655569,0.7866105146064499,0.48623754858893536,1.2958800809574276,1.3565751399939243,1.0709327385357068,-1.805727992037159,-1.5000735043116327,0.09508541802447713,-0.5952653322815893,-0.6323344822539021,-1.235210509358712,-0.5164245538173026,-0.9430619838027041,-1.9688005177809238,-1.214896648298549,-0.23896410117806022,-0.8038855049609005,-1.6371412477565492,-1.4325499307550875,-1.3829542186627664,-1.1816633371246275,-1.4454799377355356,-1.1470357904093116,-1.5270724393881827,-1.441215176144586,0.03939742441831088,0.06485399468855403,-0.19943672443654722,-0.20416417422964986,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-1.510422070684779,-1.6168819699612877,-0.961301333645455,-1.3147040157942067,-1.441153384245784,-1.5369107955664012,-2.0106974636749904,-0.6298080384934849,0.4268051485166855,1.5289301274522316,-0.38994254483512336,1.304210347384608,0.2982100259896133
chaos_dwarfs,-1.131530671712242,-1.1311248162477059,-0.5572052007601379,-1.0260055908308958,-1.1447720462292037,-2.2957069216845323,-1.1109572157194996,-1.745094127965637,0.4052038931191237,-0.2908360410661381,-0.3653690549904545,-0.7581226655593678,1.7824945857845245,0.16111012627079652,1.2129005059029083,-0.009067661947011944,0.12031197778835216,-0.30931045082662717,-0.7300145023242277,-0.5795263054860761,1.2767521339245411,0.49327844436791063,0.5996780370447257,0.38937997098088967,2.444204362106376,1.2375315863983232,0.9152667083408033,1.047458730619946,0.5833332668403641,0.004096607099524324,0.20291789328212023,0.1382627492653865,1.2722798397674695,1.5094379930809907,0.47927463321327024,0.694105568607307,1.885401258634691,0.4435184314200253,1.0767597552650245,0.8333704561193119,0.3672396852583907,0.6999838291227805,0.17689730826991432,0.04215488771355959,-0.4453796839493457,-0.4249950395154796,-1.5356334611613116,-1.0700811967937474,0.38966780501102116,0.5663498981909129,-0.32705684960543885,-0.045928879003407856,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-0.29924542974876306,-0.1564724487059312,-0.30313974206707067,-0.34112236033931015,1.1208970766356101,-0.27210711603921883,0.7468304865078541,0.9552030304503079,0.017072205940667693,0.4686601531679406,0.01695402368848356,-0.056704797712374445,0.2982100259896133
daemons_of_chaos,1.7386293822347152,1.356342807019422,1.421277940299588,1.49389832639254,0.9276799173881304,1.2832413049416098,1.5956512925560853,1.4374483546464667,1.53934547109094,2.3025592258018173,2.088456542073674,2.202969753873912,0.8868008369763267,0.7716386349788533,0.44338023712647295,0.7316011178307354,1.574731156597673,1.3344415421518552,0.6294482690240076,0.7997945393751515,0.3427425223090743,0.7338063639756172,0.3920590089837939,0.3072311587304908,-0.31737652818904244,0.15629015594767506,-0.4271720177443167,-0.17977926545235473,1.67058161635358,1.8350285847291372,1.9480037128314995,1.306309327771135,0.6931216071528076,0.8558718591218636,0.653059199512335,0.5772823539141491,1.34384259840977,1.6352110721371929,1.2820857926018066,1.3131605684943166,1.1122994641410586,1.0621322021897928,1.2623411043688784,1.0378587266759352,1.1547535989068831,1.147167119444597,1.5009027852921681,1.1698947294559234,0.6462477388898744,1.0373038529433432,0.481034050823387,0.39331879716770474,1.568115196571236,1.6809926298216846,2.039122562231914,1.531660362528942,1.5651367603141908,0.8866772093336089,1.2800057079457983,1.3405186809009655,-0.16012815380508655,0.38561490987571734,1.666006469902136,0.5804220880399529,-0.3926607366353501,-0.27334298926063605,-1.610632250405944,-2.0980775153578484,-2.769093098474982
dark_elves,-0.8581223119768264,-0.8549914253308866,-0.6420688175339702,-0.3572090796962125,-0.333389277270803,-0.22368426416413492,-0.13197115953471597,-0.47207713492079567,0.24462867414217668,-0.502931013438555,0.20734026542948328,0.06673490321088346,0.29409971283225117,0.04657036274706531,1.2228100445808694,1.3662771394178945,-0.014419618361668305,0.38540046083322804,0.5307882623522688,1.1806148361840205,0.9126671951681414,0.23201488405396967,0.26100969160576504,-0.10653667204680546,-0.6485209494820368,-0.07684422417110127,0.15970765747798077,-0.017036497907829504,0.2464244764314905,-0.2291054321834452,0.017569609813923935,-0.285223689568568,-0.06226371276612542,1.1502065957200889,1.7855730191618608,1.5984780354932555,1.0357596273776284,1.168415987775163,0.579657888698807,1.0047470413628596,-0.6234011554995689,0.06849133569117044,-0.8723713407885776,-0.41550790025336537,0.03559418079970023,-0.557822693423586,-0.9021303153255458,-0.3701176919487624,-0.48371239420586876,0.3254930988784936,-0.22920012058256073,0.08691651407499358,-0.3723135323652443,-0.05612620806626244,-0.5766196672846153,0.29424235635349977,-0.570829216076426,-0.782362243529656,-0.6766909156656129,-0.385376071950897,1.1208970766356101,0.9275952760550962,0.7468304865078541,-0.5713831358332497,-0.3926607366353501,-0.21871430220136562,0.4238505922120905,-0.7371623702608655,0.2982100259896133
dwarfs,-2.2024374092919987,-2.5535065031213824,-3.3498987027537055,-3.045154740898055,-0.7300941298197791,-0.41204996030235225,-0.7654327253013397,-0.9812839321387327,-2.5003139814553204,-2.580247706808059,-2.8155890539975816,-2.7457570191914824,-1.3339734167747452,-1.190869191441226,0.6998693897134286,-0.1526714884046467,-1.1405166629524717,-2.0830206548232857,-0.9888156772800377,-1.1787301304041184,1.8733548832882987,1.1485590610778433,0.8849891403706662,0.6771840949876103,1.9617966264881919,1.1345627565600507,1.2624879982300157,1.1761885925549609,-0.49549567401458716,-0.4206997589816169,0.7507142396791298,0.34876943524698656,-0.9754906353155303,-0.35989372448944856,-0.47138770038796,-0.3491244272436752,0.6297693242489454,0.77394173850097,1.390865305092971,1.0590635444672287,0.6242789580474826,1.3005603911547625,2.3606288330915657,2.095007864071801,-1.2790947434562585,-0.6507357318062874,-0.7722830286858451,-0.9445916713191452,1.056675510576278,1.5366285278615834,1.2349417060621002,1.2201311588187445,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-1.5332964427472193,-2.034141833177104,-1.3882169606152173,-1.6687337086868963,-2.7221786146864804,-3.031104807934042,-2.470285455372131,-1.80280031497974,-2.8510583920914576,-0.5890383944129796,-1.610632250405944,-0.7371623702608655,0.2982100259896133
empire,-0.4442408253586592,-0.31995464161684695,-0.5054664155336398,-0.05266351217088177,-1.1129429867427114,-1.7306098332698783,0.6742526514409931,-0.47207713492079567,-1.017571813029983,-0.5104535341479599,-0.876246880352893,-0.3230089011022765,-0.38149243109302167,-0.7260307492933327,-1.8661221995749488,-1.5535382668569624,-1.7555465089318836,-2.048758553052038,-2.309798411063563,-2.622878121992325,1.8486453995140324,1.2199324916734415,1.2817865077183899,1.2525778055261916,2.1175741244482307,1.2230246327654661,1.359172144876215,1.0293540137397368,-1.5015814790355102,-1.5621101224304805,-0.8166268734026855,-1.7481225881050468,-0.13136319997676518,1.4372017274996158,0.6659698049388677,1.8867680261714042,0.12815498875356307,1.1977432450322598,0.442431315080042,1.0065698498866142,-1.30892874579775,-1.2352339074634926,-1.1747844348461354,-1.0328580236179679,-0.7057500913077556,-0.9983152830412493,-0.3923022253118526,-0.929976989941366,-0.3979972198921537,0.8936264201036384,1.7387406027030534,1.3596867826257442,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-1.7451853629045573,-1.7559685910332266,-1.6016747741000978,-1.6244799970753103,-1.441153384245784,-1.0003984920766666,-1.5511094719778493,-0.4757787496619562,0.4268051485166855,1.0224311294662989,1.644540297782911,1.304210347384608,0.2982100259896133
grand_cathay,-0.7452455428991449,-0.7130706513457216,-0.8219036280794599,-0.6075864632743521,-0.49300264910747743,-0.6004156564405708,-0.24714598967409904,-0.47207713492079567,-0.42691692967372463,-0.3753874177122847,0.03752827962545985,0.11545608907355286,0.7318834220958292,-1.637218874415318,-0.49960528557566025,-0.8900933969277418,-1.1351619456695863,-0.6007170784197747,-0.5300048369526856,-0.4308379920583076,0.6134343442486492,0.8558591553508561,0.9693462371202811,0.9988060297357959,0.057551004873234834,0.7431346065905362,0.5233187407213125,0.7283076277236646,-1.6810833130932457,-0.748079422379343,-0.5363581180265171,-1.0010767078340923,0.2001498160457068,-0.6683384694564994,0.06244843931090416,-0.14439949784072623,0.03178573218055743,-0.7616554263129235,-0.12367782469586966,-0.7720234862930067,-1.1438438990774833,-0.74398409544707,-0.4317072422147919,-0.8130850689980028,-0.38351072564432287,-0.6008971033073475,-1.3735075372248586,-0.9483310683748236,0.03849082161306993,-0.6700634564637192,-0.2054313187021969,-0.24223422111705478,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-0.8903231677870206,-0.7128189329936861,-0.3031397420670704,-0.47388349517406947,1.1208970766356101,1.2249573843243053,0.2872424948107138,-0.9219325517946594,-0.3926607366353501,0.7448986991111143,1.2376437292593043,1.304210347384608,0.2982100259896133
greenskins,0.2719267456316274,0.5329302653035809,0.6675128913131534,0.8320834922999438,-0.28158777728324114,-0.41204996030235225,-0.47749564995287436,-0.3447754356163114,-0.3702552693517583,0.27422652823874794,0.6355741050547445,0.642693374610368,-0.713406877332074,0.2655085499779699,1.758089544842896,0.9045938109136674,-0.5108439082677578,1.1645565183840294,0.4846681595603045,1.15822108497532,-0.22513436371735293,-0.05851517614443644,0.3381242506321144,0.026077384642100125,0.8270644599753602,0.9309003980322382,1.3691606251927162,0.78059165386118,-0.6455008980461653,-0.41085810188438215,0.535270451809928,0.0020094665794195784,-0.4471014030926074,0.11548822287040789,0.5789981280122316,0.8342903430454015,0.39866676125027267,-0.6136327384100769,-0.14968953569365717,-0.0334986804883883,-0.49543787406970574,-0.20733323725655162,-0.19010188718355983,-0.3269679422601356,0.09952543771489132,-0.4367930332533464,-0.11257749297744354,-0.09754809952746556,0.3533486429156657,-0.29843597200607647,-0.3097104729840309,-0.2740530336407931,0.2430688886207579,1.2238560935353822,0.9293594093390202,1.1903036711701993,-0.8687357386173862,0.46941734611779357,-0.07189377745844958,-0.2526149371161383,1.1208970766356101,1.489276316562275,0.2872424948107138,-0.9288060697546868,0.017072205940667693,-0.3446546675299169,-1.2037356818823373,-0.7371623702608655,0.2982100259896133
high_elves,0.7655869077733606,-0.13994650336729408,-0.5210781186193928,-0.9571518103469072,0.33808766631796555,-0.41204996030235225,-1.5716565362770465,-1.745094127965637,0.5831995827326933,-0.09840874802766544,0.021068682077619166,-0.49045059837217314,1.342618720204276,0.8691809416269496,1.1948381421406837,0.4722462046104658,-0.07939018806067875,0.5735783381402257,0.39036752367810473,0.3648667040098393,0.12128290880421516,0.020549259411687983,0.43861182791284903,0.3352199290579636,-0.9500886779722371,-0.9334111190425562,0.19336015050953062,0.02116977962614123,-0.29347565152011096,-1.2008728500767947,-0.1432028242288236,-0.8640078003152277,0.24237728045220922,0.15420846835102833,1.0630178470979967,0.2164324002655546,1.8434257777037621,0.011965870467025142,0.8637473104939009,0.745016932645499,0.615926528847837,0.768996445008354,0.3309074579104223,0.4999445269465098,1.1295290213485085,0.8105866299385617,0.13332071402268802,0.3712883157729348,1.941147908879297,0.2978943710981483,0.3838866531865142,0.39509851855688743,-0.423810213009109,-0.33040812983804346,-0.8455445023959787,-0.5378145788334359,-0.24270029269797747,-0.36510238031383946,-0.7656316712843134,-0.6508983416204132,1.1208970766356101,0.9527066288648383,1.2064184782049945,0.3867852677946029,-0.3926607366353501,-0.03004123985580342,1.644540297782911,1.304210347384608,0.2982100259896133
