race,movement__breadth,movement__ceiling,movement__access,deployment__breadth,deployment__ceiling,deployment__access,shock__breadth,shock__ceiling,shock__access,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,bombardment__breadth,bombardment__ceiling,bombardment__access,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,burst__breadth,burst__ceiling,burst__access,sustain__breadth,sustain__ceiling,sustain__access,material_durability__breadth,material_durability__ceiling,material_durability__access,avoidance__breadth,avoidance__ceiling,avoidance__access,morale__breadth,morale__ceiling,morale__access,restoration__breadth,restoration__ceiling,restoration__access,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,command_magic__breadth,command_magic__ceiling,command_magic__access
beastmen,0.09481183487841541,0.1267260239800883,0.12844305452482413,0.47148232941161333,0.18521992821082128,0.23031242582250758,0.11697465721111128,0.008197952127779587,0.022906767982552118,0.02846079535513578,0.061937214803862745,-0.034592013401237756,0.09364215928888829,0.08370370966555023,0.03950424064133754,-0.1934101665875977,-0.10253221374020911,-0.12239843241686527,-0.06069587171788158,-0.08497052072916127,-0.13897265394450112,-0.04849051596495152,0.007019486043595669,-0.08060026805140803,0.1017117928532967,-0.0068131947463669846,-0.005542765604471052,-0.22577638942197698,-0.10284172875616272,-0.12254522434456312,-0.048328071032056025,-0.14256453742433575,-0.07058682201180358,0.5212019180993895,0.0500119878275544,0.07557643628265961,-0.10087100644337627,-0.013761731870600973,0.071577930343551,-0.11170486928667288,0.06843797132766734,0.08238686764117488,-0.03268602252303056,0.04592354902712219,0.1077956956060822,-0.04718207077471768,0.17988372919296736,0.22974296425177795,-0.04352739213412883,0.12798083137326632,0.10259295929427437,0.003460725593653626,-0.10640022322664333,0.04304290969503714
bretonnia,-0.03499816657586476,-0.08093313311565005,-0.014009441782168303,-0.175345217302494,0.02209045015358402,-0.3182813824524577,-0.07402519603868207,-0.041751053185694456,0.03144223390646442,-0.4498007084438195,-0.4837896263245407,-0.26178559127240036,-0.3202466445565497,-0.2821159991221066,-0.22293324924116104,-0.11654883424687484,0.0010604697056434877,0.09254167770435555,0.08103959143148924,0.15272093214159488,0.15987391344646568,-0.30095466533952653,-0.17678535786283722,0.011205923979510894,-0.10538908037565037,-0.14557095456007246,-0.060861217329241976,-0.328133419630154,-0.14317694307545203,-0.028162189400525773,-0.33418005782224347,-0.2067707720372574,-0.1996122476054692,-0.29505735674017186,-0.1655603555907378,-0.22041392098820647,0.008041965583727337,0.00936086782286481,-0.02878621163493444,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.29417420270727607,-0.22183396538517594,-0.2902191804779134,-0.12855902751768206,0.061604016846906653,0.22068205516416872,-0.30831361411797464,-0.2333768101512505,-0.13875189593813744,-0.0795966886540337,0.1882465487855997,0.04304290969503714
chaos_dwarfs,-0.23097273116697473,-0.16326380428691978,-0.08042564316318128,-0.23367561542194545,-0.331356752303763,-0.16035286188845257,0.08271189832759208,-0.04197856664989497,-0.052736480563074534,0.36385018370381195,0.023254243692904745,0.17506710839581938,0.020051996298058698,-0.036452586211896044,-0.08603303415966403,0.21279202232075686,0.058133422170950126,0.07067273442049386,0.40736739368439606,0.1458444961124667,0.10786521601034534,0.0972222111400607,0.0004827897766551006,0.0239141030606459,0.21204663996124498,0.17788897344803029,0.05648305719929979,0.3142335431057819,0.05226914840638677,0.1268973541094444,0.07496248684861256,0.10103396304310559,0.025532927137138815,-0.09091274728982802,-0.06134275011712946,-0.22164959804452003,0.07954060762227767,0.08174556654401018,-0.04720659004000277,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,0.22880215766121478,-0.03927527917341394,0.1077956956060822,0.19498000211361977,0.0024641606738763054,0.06764526639749044,-0.06108321756202827,-0.022584852595282322,-0.04375445292112425,0.003460725593653626,-0.008184632555895667,0.04304290969503714
daemons_of_chaos,0.35489623652378244,0.195771221186519,0.20514380035631105,0.189361870185681,0.18521992821082128,0.23031242582250758,0.31421757850308313,0.3323457972104339,0.3014427366892677,0.18101746283875417,0.1113764434055391,0.06399642481458233,0.2624551927662789,0.15726544392543518,0.07418118990550168,0.05712375371817906,0.0864799093408338,0.046204597312953045,-0.05289608803150709,0.018418971517217345,-0.050342705080024426,0.2784302693922634,0.21626019265552102,0.2295744391866209,0.11552026785880128,0.10086546590196788,0.07696376474857178,0.22397376640162836,0.19271147296325566,0.15109525966861118,0.2270471773597291,0.15330557821231175,0.18220324410412536,0.23571309133036425,0.16557931130420642,0.21663665677897312,0.1319147673089641,0.1497219146820688,0.06943128468306466,0.3200901741253059,0.24263038683333166,0.29432199005380877,-0.03268602252303056,0.05565871800506968,0.24046732096741413,0.1184781625948883,-0.05667569549915404,-0.03945366210768131,0.3194822033702087,0.12798083137326632,0.18475291001169106,-0.3287689313970957,-0.3028314045681388,-0.3996841614539165
dark_elves,-0.1751634834367186,-0.12340738239240231,-0.09267465116037561,-0.06805280125239409,-0.03228604253216167,-0.019048396120658832,0.04993461900849253,-0.07259183899814026,0.02992698951489016,0.0600328524948398,0.00672185286706917,0.17649742710163582,-0.002403269726944718,0.04541987988793267,0.06255399661391893,0.15211119919469027,0.02734321630846209,0.030760287148307662,-0.10808682491367282,-0.009056178667734154,0.01882172793501644,0.04107074607191509,-0.0270003341172648,0.002070598373704555,-0.010377285461020904,0.13555314726652812,0.21043179835884818,0.1726266045629381,0.13769914470043268,0.06831333731120058,-0.12725122800294794,0.00988587277461357,-0.1259159571094,0.0072656317309696405,-0.08051477055204738,-0.13021129509933146,-0.09873737900536407,0.04698088206421595,-0.03308218782915903,-0.07599818155233656,-0.008101120333912392,-0.08322788003170128,0.22880215766121478,0.13388684558235878,0.1077956956060822,-0.11663309420190275,-0.05667569549915404,-0.0315686903128949,-0.11652002580501401,-0.11292426297641163,-0.097671920579429,0.08651813984134095,-0.10640022322664333,0.04304290969503714
dwarfs,-0.449570653598559,-0.36856691673864755,-0.48351622944820755,-0.14902984018831325,-0.05947428887503443,-0.11048069749981934,-0.5103744542760148,-0.37242667702538695,-0.40639527456321695,-0.27229618346126405,-0.17188716206205595,0.10101744513715678,-0.19008611049207866,-0.24548633839619802,-0.11653304512471392,0.3122258138813832,0.13535898344689953,0.10429697040542525,0.3269661044146987,0.13370950314088567,0.14878563745251236,-0.08258261233576454,-0.049579942069907915,0.08847252160173598,-0.1625817725525884,-0.04241388218216203,-0.05555357325204319,0.1049615540414909,0.09120990858955694,0.16391504815805602,0.12743040869772324,0.1877197229826418,0.3407274230605519,-0.26109412117866554,-0.09392561248241706,-0.11146945362558805,0.21569298538389758,0.2217932235513359,0.17824848160711235,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.5556623828915214,-0.43750229420067205,-0.35655499315857936,-0.36799507331909637,-0.41151483253733623,-0.08502036889433968,-0.3129828257629374,-0.29360308373867,-0.20037185897619997,-0.3287689313970957,-0.10640022322664333,0.04304290969503714
empire,-0.0906802787534641,-0.046181474616489214,-0.07295779276866556,-0.2271785358607289,-0.24979201327514444,0.09731998745281908,-0.20771097654685214,-0.07367762133728013,-0.12647534306207817,-0.07787181640931459,-0.10479351213611285,-0.26935153856633337,-0.29259108482198065,-0.24144851097950587,-0.27221235327282634,0.3081075665856721,0.143770422908682,0.1510599886068494,0.35292902074137183,0.14413483523110804,0.16017997340697274,-0.25026357983925174,-0.18409644342179016,-0.09624039998036787,-0.021893866662794203,0.16937584790799984,0.07848529418962595,0.021359164792260514,0.14115539511378195,0.05214103051706329,-0.26718396140546996,-0.17829065724655022,-0.16956552742454967,-0.14406063413555326,-0.14409439934999568,-0.05662394884687184,-0.08124084231517098,0.12898386355044933,0.25096558875538505,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.29417420270727607,-0.1443950846743398,-0.22388336779724743,-0.09711793059426396,0.061604016846906653,0.1475752219563052,-0.356234470474171,-0.25345223468039035,-0.23118184049523116,0.3356903825844029,0.1882465487855997,0.04304290969503714
grand_cathay,-0.15212260943219472,-0.10292288312641855,-0.11863157022990158,-0.10063374434614172,-0.08666253521790737,-0.035672450916869394,-0.08714405335468967,-0.05418250666664652,0.005416740585995699,0.1493950779447321,-0.236312189466505,-0.07211181152891684,-0.18919365761159776,-0.07079518662086563,-0.06246166904515242,0.10223905737477489,0.10086396874819688,0.11423854959756899,0.00959183414553914,0.08757925327576091,0.061673705047674124,-0.28018055218220767,-0.0881620054050915,-0.06321041040016749,0.033358302674284475,-0.07876444398008818,0.007359619151876151,0.005297622030092906,-0.08976195281223318,-0.014575571420808417,-0.23348615817795107,-0.10738485444479154,-0.062311573125955276,-0.07828379905942522,-0.08673202608744086,-0.19824873658768805,0.007856906061042656,-0.09671532924086486,-0.0296514567881733,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,0.22880215766121478,0.17680736889636442,0.04145988292541633,-0.18818869409657832,-0.05667569549915404,0.10751686611270099,-0.18173645560471113,-0.10288655071184163,-0.04375445292112421,0.2526329683367156,0.1882465487855997,0.04304290969503714
greenskins,0.05550681451775682,0.07692185803308028,0.09634718687179865,-0.05747886434570111,-0.05947428887503443,-0.06892056050929184,-0.07557804037404624,0.039581189974394415,0.09173722016082807,-0.14562356903799104,0.038322858200482035,0.25375836799362816,-0.08514065137795966,0.13724430187072392,0.057118690375049165,-0.03752239395289216,-0.0068960796423427175,0.03984832508426465,0.13784407666256004,0.10970766400964199,0.16135712710123046,-0.10758348300769424,-0.048420091657980016,0.06308222770726454,-0.07451690051543457,0.013610417589808126,0.06823558376862762,0.0664444602083788,-0.0723173117479727,-0.017641080960275123,-0.10113083256000403,-0.029925975085506658,-0.027438843934721038,0.020315544902386032,-0.06304564383224319,-0.016249161468805062,0.07212698970402327,-0.04307552219339397,-0.04470285623704415,0.04961622912218778,0.1766484112630042,0.13414147628894874,0.22880215766121478,0.21495852056624098,0.04145988292541633,-0.18959174507490523,0.0024641606738763054,-0.04974661626896463,-0.17732994007770464,0.06775455778584696,-0.01037697294217373,-0.24571151714940836,-0.10640022322664333,0.04304290969503714
high_elves,0.15627477314999483,-0.02019953784781353,-0.07521114801343255,0.06901185590061322,-0.05947428887503443,-0.22684908107329693,0.11904511632493017,-0.014204079291096676,0.0030410023172460178,0.2740608986340877,0.12545546265570295,0.17246003075073904,-0.01323169801011313,0.06759685540677737,0.046005253857964674,0.020213818134035864,0.002421753446394343,0.05169089963763377,-0.15834811299537285,-0.11000355531831922,0.022787712272756763,-0.04891260858668517,-0.14152422260535297,-0.016876614682877735,0.040396213408701545,0.018173642281233873,0.12527785470088634,0.3072376296172938,0.0014101913583388867,0.10179359674697995,0.12572547622673538,0.11099507613285961,0.047762377475359274,0.23056414599742445,0.11699810224913505,0.019243187532388014,0.3962351576687378,0.04299734883589756,0.05540926563888463,-0.08650989747104722,-0.04769030567610881,-0.12204383651753163,0.22880215766121478,0.13751135715846383,0.1741315082867481,0.07895221217687706,-0.05667569549915404,-0.004336079479384555,-0.04954098979451425,-0.05269798938899209,-0.11050941287902537,0.3356903825844029,0.1882465487855997,0.04304290969503714
khorne,0.13737660174426397,-0.0026600943868435494,0.09305382151406218,-0.12647380266187258,-0.14103902790365316,-0.019048396120658832,0.175135735953842,-0.02748043268162945,-0.0034716766335009157,-0.01388405003778681,-0.015968951382729267,-0.14290661881660727,0.17538686607819154,0.039600282619580617,-0.001049606294792879,-0.14380951165837325,-0.033151596285962814,-0.10250249235958844,-0.15334784762875434,-0.12377802309297167,-0.08123889510665629,0.05306752696132076,0.1898020353854774,0.07194870008264768,0.08545712239659194,-0.008079787911676095,-0.01065762422028631,-0.16224381477209326,0.02286291139991798,-0.0390364828968172,0.43199334556055724,0.2735246638594634,0.2566319279460797,-0.12112442310700369,-0.14781390360064664,-0.012442711016080832,-0.022694738774909774,-0.0021238256156312007,-0.009011225178622654,-0.009633786252609633,0.04468446012234949,0.040983180722955884,-0.03268602252303056,-0.040480476251143885,0.04145988292541633,0.21729303863991645,0.0024641606738763054,-0.3122497896066648,-0.17965337553739896,-0.20326367335754078,-0.25172182817458544,-0.3287689313970957,-0.3028314045681388,-0.5472598518369011
kislev,0.28969625525104525,-0.030147281900303965,-0.008404942840055718,0.09709887580901636,-0.005097796189288732,0.1471921518414521,0.07777872433226393,0.08182985770403735,0.14709716333238743,-0.13193044661974324,-0.03641254973548351,-0.04399170262570383,0.03240239261181038,0.040087334039001325,0.23348535585576244,-0.047377368084971255,-0.0036483893752679553,-0.010521322579421783,-0.17209884275357382,-0.1842316318578167,-0.1672018231447083,0.119012331912774,-0.04853072816389661,0.03350239544813077,-0.010377285461020904,-0.1169347948989244,-0.08762211717943054,-0.04892070750568944,0.059512153767503316,0.030955496164515334,-0.062287421780823804,-0.0452448759849301,-0.06966439518894738,0.0913650721689851,-0.16349951664031204,-0.05750840140918063,0.03006404878321054,-0.047145411736452036,-0.05015314893793734,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.03268602252303056,-0.027613153602472525,0.1077956956060822,-0.04507749430722721,0.061604016846906653,-0.09205339076543409,-0.024864502843277576,0.07779227005041679,0.056377987015727396,0.16957555408902827,-0.008184632555895667,0.04304290969503714
lizardmen,0.11428118021605507,0.07993235952264975,0.06121795638927932,-0.03280359126734813,0.2667846672394397,0.1804402614338741,-0.05403232522086824,0.02001740377893563,-0.06905190994240712,0.19407619066967807,0.13598982996688097,0.2169205780412112,0.15149093312781517,0.11809221590365823,0.046407626885135875,0.08615939787707393,0.07999667659484291,0.06381807920098985,0.038263883802994794,0.07205193318695745,0.02427962662873989,0.4199663421875063,0.11526156180791505,-0.009103855672539157,0.18914277097304832,0.2611870149975643,0.14009800511022774,0.16449093388636746,0.2267574246102146,0.2571783893542947,0.2441650038206741,0.07152377737686516,0.01405337304222607,0.04659662003926575,0.350226032772936,0.3538210054767478,-0.029525117521273573,-0.09934780399664159,-0.11553428740489256,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.03268602252303056,0.05421437380406952,0.1077956956060822,0.04436700556111722,0.061604016846906653,-0.3569057768895464,0.22640327472324973,0.19824481722525567,0.3593428052862017,0.3356903825844029,0.1882465487855997,0.04304290969503714
norsca,0.07615672653054625,0.10382003438553797,0.09305382151406218,-0.0752751778002692,-0.1682272742465259,-0.1852889440827692,0.06817097809966575,0.06656247120211693,0.11808596511334658,0.022109068546197385,0.14794743932729892,0.1096903972655455,0.18303356462231216,0.022623066894134822,0.07468877944451675,-0.20902987396468628,-0.09658266380043529,-0.07108859299374132,-0.14999945564217942,-0.035260780871381146,-0.06128613998898865,-0.09166707372981255,0.11972703668504715,0.07027630451659977,-0.12803786708857642,-0.043525381467630735,0.04154841651188382,0.19202367935375658,-0.12762677218673876,-0.07831467888816623,0.039047927210619796,0.037664959093419804,0.04729415332847806,0.11943274256147539,0.1763970344302311,0.1483107018621367,0.03947564736546295,0.15431412064492386,0.10452204110776168,0.18709478042152247,0.15993297745185464,0.15613718496425252,-0.03268602252303056,-0.004433374643852095,0.04145988292541633,-0.1409108870233105,-0.1749554078452148,0.07039647602284115,0.09878547035561731,0.2484333785481053,0.14624043311290208,0.08651813984134095,-0.008184632555895667,0.04304290969503714
nurgle,0.07783137652085012,-0.0026600943868435494,0.09305382151406218,-0.11018333111499877,-0.14103902790365316,-0.019048396120658832,0.055249094880385485,-0.07514201600256698,-0.016079598823960112,-0.14985805357728332,-0.09861238554416604,-0.20845980064090205,0.16480893309215852,-0.022114701838206515,-0.0015347331986532388,-0.22480423190986482,-0.08384564601861318,-0.14351670519086773,-0.058420934809355674,-0.09573418570958929,-0.1420337653555251,0.040258854552739295,-0.22831111948055538,-0.2553346726409102,-0.0520863323357466,-0.0647630657709186,-0.08146196292054016,-0.04899373866077526,-0.056508983677802015,-0.1045495843787004,0.22546402577952607,0.05237214822999591,0.07589647085251809,-0.11634604580938908,-0.08551490399615813,-0.012442711016080832,0.028167188675692206,0.05510185775921944,-0.003511888792998913,0.07614611416863491,0.13705922592080774,0.09532551980311839,-0.03268602252303056,0.028597730352489102,0.04145988292541633,0.17406153037021663,0.2390235853659977,-0.11524824840879616,0.4320636165852592,0.06775455778584696,0.03070300241653483,-0.16265410290172103,-0.008184632555895667,0.04304290969503714
ogre_kingdoms,-0.17597193515617562,-0.2125444047574813,-0.1662987004076623,-0.16242518814462859,-0.03228604253216167,-0.06892056050929206,0.2803981369190925,0.018105853736637773,-0.005350367293123987,0.3921072952160438,0.05823601672246153,0.10568305990001979,0.26134630488451127,0.036145850846654004,0.07253785617788251,0.07177822823925774,0.046159089275795546,-0.027708535410036823,0.0632584753648501,-0.000950586447060721,0.01558455527580786,-0.006766417724591081,0.08066868429604854,-0.23142848616514952,0.43602733826485673,0.17850849697260587,0.29793088034862475,-0.10313903704147166,0.08198424292280396,-0.0104458264278033,-0.021016297827945073,-0.019071154869683388,-0.15954023986759433,-0.16383322984982007,-0.06964250284735272,-0.15429093759638632,0.05375166768685659,0.060361932317521544,0.020325847867742206,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.03268602252303056,0.005700646870784636,-0.024875929755249725,0.31270050516615044,0.2390235853659977,0.14293841231126778,-0.010763653156856524,-0.022584852595282322,-0.182399369756765,0.08651813984134095,-0.008184632555895667,0.04304290969503714
skaven,-0.16492309499026359,0.027641257562518767,0.05499234029636569,-0.050451602109794776,0.10365518918220266,0.08069593265660809,-0.22361586701209737,-0.010477268029039618,-0.019256587760756137,-0.2618366447274567,-0.02743176311444029,-0.031458112486232204,-0.17865527651458574,-0.07836540594685705,-0.08470033800296431,0.010109981018823419,0.04602802545747935,0.128679058481694,0.040412435327713686,0.08293077532149809,0.09748169681508458,-0.057284112251073646,0.10998890418342368,0.2586488372313823,-0.23295121243695824,-0.08135796033074937,-0.08146050728564992,-0.12989765226495031,-0.09517839901248956,0.07318113789156314,-0.3064749051686905,-0.27108574209266467,-0.157202025448363,-0.2600159232243321,-0.12418531466077998,-0.08815567451431035,-0.13328182323984777,-0.20949876555668104,-0.17536811975079447,-0.013963896503214895,0.04468446012234949,0.01381201118287462,0.22880215766121478,-0.08649544684509142,-0.09121174243591561,-0.3591270716227477,-0.23409526401824515,-0.01388767352335087,-0.062319884822833356,-0.0326225648598523,0.056377987015727396,-0.0795966886540337,-0.10640022322664333,0.04304290969503714
slaanesh,0.3251771800887133,0.18091505079233922,0.11067621509493103,0.30685274048497085,0.10365518918220266,0.13056809704524108,0.2989680133157924,0.34218629098715286,0.24155242385313883,-0.19224994879842033,0.07654422785132557,-0.02118887002945154,0.11293882796787463,0.057684931147329414,-0.03988655567610997,-0.25793038359473974,-0.22242813251771262,-0.13881870008754882,-0.17209884275357382,-0.1842316318578167,-0.1672018231447083,0.05363831130207456,0.09971468149864006,0.09544197125206991,-0.07805433779108435,-0.0630555964081954,-0.059346623498175655,-0.2054644490554468,-0.16466042633913655,-0.2564487551405957,0.09137108693632988,0.09438373780934602,0.047160063849583066,0.26210143616168025,0.14641527022249037,0.12109688004019675,0.23344446421373352,0.10252818867678548,0.08976687267432516,-0.14952965588754805,-0.14006507147456712,-0.12204383651753163,-0.03268602252303056,-0.08558080132163853,-0.09121174243591561,0.4075116750265956,0.061604016846906653,-0.07878688160068648,0.24756831961390316,0.06775455778584696,0.03327050087645383,-0.16265410290172103,-0.10640022322664333,0.04304290969503714
