race,movement__breadth,movement__ceiling,movement__access,deployment__breadth,deployment__ceiling,deployment__access,shock__breadth,shock__ceiling,shock__access,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,bombardment__breadth,bombardment__ceiling,bombardment__access,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,burst__breadth,burst__ceiling,burst__access,sustain__breadth,sustain__ceiling,sustain__access,material_durability__breadth,material_durability__ceiling,material_durability__access,avoidance__breadth,avoidance__ceiling,avoidance__access,morale__breadth,morale__ceiling,morale__access,restoration__breadth,restoration__ceiling,restoration__access,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,command_magic__breadth,command_magic__ceiling,command_magic__access
beastmen,0.45980767456403143,0.8781751561422656,0.8903257579207233,2.3097822595945323,1.2832413049416098,1.5956512925560853,0.5730564460083907,0.05772381139666701,0.1589269241071782,0.15826479428124704,0.4679712062983112,0.07422125599555673,0.5762710142001136,0.8951363081351692,0.3944995863954056,-1.1513184148834268,-0.02574553966124908,0.09794920348944315,-1.0488313766914286,-0.5214733992694743,-0.5693716907197378,-0.33866123169932516,-0.109606354157601,-0.5324457302902206,0.6393902505463347,-0.3870788126315905,-0.2203234913273915,-0.48678079254607587,-1.0368373218689941,-0.9250699242749306,-0.18453367620010747,-0.9265491861106097,-0.4923861390343484,2.169455288479246,-0.262282339594187,0.4050534962853535,-0.4941649912545319,-0.09534407520008308,0.49590644822262536,0.7468304865078499,0.5988888494981179,0.7334262634890455,-0.21323980112529947,0.8866772093336089,0.7107848719861154,-0.16012815380508655,0.3181676807154236,0.7468304865078541,-0.2311439968118818,0.9857339337275467,1.516979214241519,0.01695402368848356,-0.7371623702608655,0.2982100259896133
bretonnia,-0.174767175908469,-0.5616392462498283,-0.09775162597384726,-0.8590126224570929,0.15304712811230092,-2.205118102043672,-0.3626479168085313,-0.2911412419499515,0.21629775653349131,-2.162312505368291,-3.470325058890626,-1.8604578609577322,-1.8656979802534146,-2.392604185519587,-1.7839748259414216,-0.6899523985643098,0.21587405835970921,0.5565822632660596,-0.3238354270869601,1.2249153814873623,1.1528030602023265,-1.5795554823865305,-1.2696202469034834,0.31098359231820316,-1.072931832712906,-1.2469728400936808,-0.6068000350898639,-1.7725085841578412,-1.5894591791526693,-0.5032760795030451,-1.7402595710883202,-1.4010201195444025,-1.6671957189744944,-1.7623261552948357,-1.314508944141832,-1.3509964823827108,0.03939742441831088,0.06485399468855403,-0.19943672443654722,-2.010697463674992,-1.0030772088301811,-0.8804519479326482,-1.510422070684779,-1.6168819699612877,-0.961301333645455,-1.441153384245784,-1.5369107955664012,-2.0106974636749904,-0.6298080384934849,0.5029254763916057,1.5678397351428484,-0.38994254483512336,1.304210347384608,0.2982100259896133
chaos_dwarfs,-1.1327868094389215,-1.1316959769949908,-0.5575428864409935,-1.1447720462292037,-2.2957069216845323,-1.1109572157194996,0.4052038931191237,-0.29109660150806504,-0.36595936532634166,1.7823332933639031,0.3048465089236229,0.8307573700194847,0.14208459830591594,-0.2206888087301601,-0.7522904271243809,1.2869412406476821,0.348091224529075,0.17981903127551024,1.156039817714992,0.6529515563835703,0.431829845637217,0.5680987516937226,0.06854507960391781,-0.36255099941422136,0.7888153363127574,1.293229613162231,0.2744005783975354,1.4381262503074819,0.6239532243769134,0.9834459575722412,0.7038712594160915,0.8477985795212997,0.166450388356083,0.13554504685476437,-0.5258412468669195,-1.252753522922604,0.38966780501102116,0.5663498981909129,-0.32705684960543885,0.7468304865078499,-1.0030772088301811,-0.8804519479326482,-0.29924542974876306,-0.1564724487059312,-0.30313974206707067,1.1208970766356101,-0.27210711603921883,0.7468304865078541,0.9552030304503079,-0.46269143828027653,0.7402390057568599,0.01695402368848356,-0.056704797712374445,0.2982100259896133
daemons_of_chaos,1.7312275839341704,1.3566641470108214,1.4216107807772296,0.9276799173881304,1.2832413049416098,1.5956512925560853,1.53934547109094,2.3034951618460116,2.090139833210554,0.8694971716294463,0.5532522031020983,0.31973784249887044,1.6026623638822282,1.1571870725672109,0.6110591885764726,0.3525305719112809,0.4133088324334652,0.13111007284870216,0.029004154962606526,0.19047544665186714,-0.20562354278108558,1.5793797614476397,1.6186880614731258,1.9362553975925025,0.724390266192847,1.1375621281263026,0.834438453438841,0.8547778471595926,1.4561332276391152,1.278014802985793,1.3620392073557994,0.9575634903390688,1.1994324184543603,1.1886579247317581,1.6140210198038398,1.3983947360924576,0.6462477388898744,1.0373038529433432,0.481034050823387,1.6660064699021324,1.2327744959627924,1.4374744259978698,1.5651367603141908,0.8866772093336089,1.2800057079457983,-0.16012815380508655,0.38561490987571734,1.666006469902136,0.5804220880399529,0.5029254763916057,0.1264887752531684,-1.610632250405944,-2.0980775153578484,-2.769093098474982
dark_elves,-0.8599638787198008,-0.8559058999185664,-0.6429515421813039,-0.333389277270803,-0.22368426416413492,-0.13197115953471597,0.24462867414217668,-0.5029601387035907,0.20688419617413578,0.29908141296549406,-0.1185835566021698,0.8658912774282705,-0.0930805876625871,0.27296445119151935,0.5294160585742043,0.9226999663937699,0.23557537255805414,0.08718364947556805,0.3195637561587677,0.10471670522951176,-0.0231601561698456,0.25673175176411744,-0.7204327468774703,-0.5990967400954124,-0.050589881707378645,1.8534478592722492,2.1910271331384163,0.9069536022498472,0.8037152100690821,0.35570400337394836,-0.6721781086145855,0.03046363008181901,-0.9627667197598964,0.4672170991038721,-0.6339518801026629,-0.6928258829084288,-0.48371239420586876,0.3254930988784936,-0.22920012058256073,0.7468304865078499,0.06161407916647278,-0.5586694614707229,-0.570829216076426,-0.782362243529656,-0.6766909156656129,1.1208970766356101,0.9275952760550962,0.7468304865078541,-0.5713831358332497,-0.9454998956162181,0.20692540549745372,0.4238505922120905,-0.7371623702608655,0.2982100259896133
dwarfs,-2.2014004939513483,-2.5530338027947734,-3.348558607100817,-0.7300941298197791,-0.41204996030235225,-0.7654327253013397,-2.5003139814553204,-2.5786514055636074,-2.8131885686689895,-1.292893110602594,-1.413168920873644,0.002059997066138193,-1.0977429509464434,-2.252040791345703,-1.151840493448349,1.9517804251047413,0.5274712686729202,0.5812027654802973,2.6388884054312993,1.1921088805904163,1.1469708971599584,-1.2326149408330929,-0.78192130080866,-0.024231780525585257,-0.4076463563447762,-0.14997016282528933,0.5804403216529191,1.172916169222732,0.41345421961989437,1.2687511886914262,0.16585503886480632,1.0574414882339152,2.215615982946366,-1.1371273469102645,0.03819239366148311,-0.3133600674559197,1.056675510576278,1.5366285278615834,1.2349417060621002,-2.4702854553721365,-1.0030772088301811,-0.8804519479326482,-1.5332964427472193,-2.034141833177104,-1.3882169606152173,-2.7221786146864804,-3.031104807934042,-2.470285455372131,-1.80280031497974,-2.3939252676240415,-1.6172978772821207,-1.610632250405944,-0.7371623702608655,0.2982100259896133
empire,-0.4469686057924221,-0.32008517874151327,-0.5055419703406794,-1.1129429867427114,-1.7306098332698783,0.6742526514409931,-1.017571813029983,-0.5117096653134365,-0.876268225331984,-0.7891656012427198,-0.06900158171624424,-1.8735015870615908,-1.6122965353943466,-2.099921728838255,-2.2761799793842323,1.8590800731603898,0.5470926946857363,0.680551921135553,1.9326229261643202,0.9165183475701991,1.1419719002665012,-1.3105243957784263,-0.9127160243297766,-0.5363663779258152,0.6617053255147148,1.2780495803240945,0.4840038305817584,0.6638692027770154,0.9839729541332644,0.16891713416097695,-1.3070517051898827,-1.487429720753427,-0.958187460390002,-0.7808403733396814,-0.5024863365511839,0.03894109279829378,-0.3979972198921537,0.8936264201036384,1.7387406027030534,-1.5511094719778538,-1.0030772088301811,-0.8804519479326482,-1.7451853629045573,-1.7559685910332266,-1.6016747741000978,-1.441153384245784,-1.0003984920766666,-1.5511094719778493,-0.4757787496619562,0.020117019055664546,0.3282640756467629,1.644540297782911,1.304210347384608,0.2982100259896133
grand_cathay,-0.7473288042850615,-0.7127124313281457,-0.8223457060291048,-0.49300264910747743,-0.6004156564405708,-0.24714598967409904,-0.42691692967372463,-0.37627056462838926,0.036649469465560774,0.7452437132544334,-1.4920042609422628,-0.25650031554104097,-0.7251192267585284,-0.4783374137970374,-0.3710314082143708,0.32397728761539174,0.4475564537471694,0.5831046094752126,0.5792845273772267,0.5817646345343729,0.6802759270169925,-1.4764178041534035,-0.489662746182171,-0.4069850059510234,-0.18984190681596377,-1.0330671302148702,-0.5179615705879432,1.3253082930644298,-1.450894714174839,-0.4967950717837927,-1.0090345698563021,-0.6949129404878164,-0.5232873108748949,-0.5116067686809261,-0.043047536307767725,-1.0035788556472858,0.03849082161306993,-0.6700634564637192,-0.2054313187021969,0.28724249481071146,-1.0030772088301811,-0.8804519479326482,-0.8903231677870206,-0.7128189329936861,-0.3031397420670704,1.1208970766356101,1.2249573843243053,0.2872424948107138,-0.9219325517946594,-0.46269143828027653,0.9639972962536587,1.2376437292593043,1.304210347384608,0.2982100259896133
greenskins,0.26766548876359275,0.5339130599296248,0.6687670681000037,-0.28158777728324114,-0.41204996030235225,-0.47749564995287436,-0.3702552693517583,0.2734264265944732,0.6348429336660387,-0.13771869251174046,0.34947028632095145,1.4366594858117283,-0.47855839005875267,1.2360590945264578,0.5338954987572161,-0.21559015643338644,0.1737641081200379,0.44102539908041394,-0.15265582787479406,0.8862599244128218,1.2760303657386405,-0.04449575291676177,-0.34669058288495264,1.1322503650976115,-0.4454103293681899,-0.10725828335677538,0.6740519054098791,0.5818270342560675,-0.43568071996517566,-0.01233974476980313,-0.5209068426624237,-0.1810456856621666,-0.16106671752875265,-0.4707609260332964,-0.3069831356823677,0.03817804068598453,0.3533486429156657,-0.29843597200607647,-0.3097104729840309,0.28724249481071146,1.5521818823617883,1.2433124627160592,-0.8687357386173862,0.46941734611779357,-0.07189377745844958,1.1208970766356101,1.489276316562275,0.2872424948107138,-0.9288060697546868,0.020117019055664546,-0.6524006111886818,-1.2037356818823373,-0.7371623702608655,0.2982100259896133
high_elves,0.7602686130613248,-0.1399385569664677,-0.5208963354175892,0.33808766631796555,-0.41204996030235225,-1.5716565362770465,0.5831995827326933,-0.0984284543239313,0.02039192952735585,1.6366986017459755,1.068904741915707,0.9914897368477045,-0.054291212700020845,0.5913873119386229,0.42092295080829023,0.13097586521477694,0.218718965411104,0.4696124365137235,-0.38089529349101564,-0.40999499816334756,0.22874051655906716,-0.2301799538698057,-1.6668152578722006,-1.0385359959189049,0.26195355242522217,0.5641262868834594,1.6001344514841875,1.4178332987578144,-0.2496721787856357,0.5264996904970257,0.6423836913530873,0.9146865720508783,0.2661110819949668,1.2703546316452456,0.35850624428213473,-0.43319740169444165,1.941147908879297,0.2978943710981483,0.3838866531865142,1.206418478204994,-0.2577933072325234,-0.8804519479326482,-0.24270029269797747,-0.36510238031383946,-0.7656316712843134,1.1208970766356101,0.9527066288648383,1.2064184782049945,0.3867852677946029,0.020117019055664546,0.036860677961563934,1.644540297782911,1.304210347384608,0.2982100259896133
khorne,0.6678850974643459,-0.019297380393136325,0.6442960487586782,-0.6195925647020812,-0.9771470487170073,-0.13197115953471597,0.8579863776274379,-0.19083416902994585,-0.024798101699057464,-0.053151981999458316,-0.3421982633376856,-1.3023126133199472,1.1488017005774511,0.3672440309288545,-0.07498840611927364,-0.8535866962856868,0.12164594352639713,-0.8399720588512221,-1.039677387428746,-0.5592168007868342,-0.8724003154158939,0.7151214328002378,1.5071366995735067,0.7016325664542244,0.5393323337526243,-0.04157433898492263,0.06506520535517642,-1.1976984955037493,0.5129033490458447,0.4675718322671016,1.7470637493941041,1.6791568034126854,1.6226313242325139,-0.8690638144143025,-0.9717191314431358,0.1033426910773837,-0.11118105968857031,-0.014714295490757956,-0.06243159939127347,0.28724249481071146,0.4874905943651347,0.47103449520743895,-0.880118201270466,-1.4082520383533799,-1.7439799830900191,-0.16012815380508655,-0.28045696632626604,0.2872424948107138,1.064514138653328,-0.9454998956162181,-1.363777030157594,-1.610632250405944,-2.0980775153578484,-3.7915274732965143
